2 qid:27 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0013227513227513227 8:0.007936507936507936 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.007936507936507936 14:0.006613756613756613 15:0.018518518518518517 16:0.917989417989418 
1 qid:27 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0 8:0.009259259259259259 9:0.0013227513227513227 10:0.0013227513227513227 11:0.0013227513227513227 12:0.023809523809523808 13:0.007936507936507936 14:0.006613756613756613 15:0.021164021164021163 16:0.9153439153439153 
2 qid:28 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0013227513227513227 8:0.007936507936507936 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.007936507936507936 14:0.006613756613756613 15:0.018518518518518517 16:0.917989417989418 
1 qid:28 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0 8:0.009259259259259259 9:0.0026455026455026454 10:0.0013227513227513227 11:0.003968253968253968 12:0.01984126984126984 13:0.006613756613756613 14:0.006613756613756613 15:0.018518518518518517 16:0.9193121693121693 
2 qid:29 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0013227513227513227 8:0.007936507936507936 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.007936507936507936 14:0.006613756613756613 15:0.018518518518518517 16:0.917989417989418 
1 qid:29 1:0.0 2:0.0 3:0.0 4:0.010582010582010581 5:0.0 6:0.0 7:0.0 8:0.010582010582010581 9:0.0 10:0.0 11:0.0013227513227513227 12:0.026455026455026454 13:0.009259259259259259 14:0.009259259259259259 15:0.022486772486772486 16:0.91005291005291 
2 qid:30 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0013227513227513227 8:0.007936507936507936 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.007936507936507936 14:0.006613756613756613 15:0.018518518518518517 16:0.917989417989418 
1 qid:30 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0 7:0.0013227513227513227 8:0.009259259259259259 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.007936507936507936 14:0.009259259259259259 15:0.01984126984126984 16:0.9140211640211641 
2 qid:31 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0013227513227513227 8:0.007936507936507936 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.007936507936507936 14:0.006613756613756613 15:0.018518518518518517 16:0.917989417989418 
1 qid:31 1:0.0 2:0.0 3:0.0 4:0.010582010582010581 5:0.0 6:0.0 7:0.0 8:0.010582010582010581 9:0.0013227513227513227 10:0.0013227513227513227 11:0.0026455026455026454 12:0.022486772486772486 13:0.007936507936507936 14:0.007936507936507936 15:0.021164021164021163 16:0.9140211640211641 
2 qid:32 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0013227513227513227 8:0.007936507936507936 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.007936507936507936 14:0.006613756613756613 15:0.018518518518518517 16:0.917989417989418 
1 qid:32 1:0.0 2:0.0 3:0.0 4:0.010582010582010581 5:0.0 6:0.0 7:0.0 8:0.010582010582010581 9:0.0013227513227513227 10:0.0013227513227513227 11:0.0013227513227513227 12:0.023809523809523808 13:0.007936507936507936 14:0.007936507936507936 15:0.022486772486772486 16:0.9126984126984127 
2 qid:33 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0013227513227513227 8:0.007936507936507936 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.007936507936507936 14:0.006613756613756613 15:0.018518518518518517 16:0.917989417989418 
1 qid:33 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0 7:0.0 8:0.010582010582010581 9:0.0013227513227513227 10:0.0 11:0.0026455026455026454 12:0.023809523809523808 13:0.007936507936507936 14:0.007936507936507936 15:0.018518518518518517 16:0.9166666666666666 
2 qid:34 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0013227513227513227 8:0.007936507936507936 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.007936507936507936 14:0.006613756613756613 15:0.018518518518518517 16:0.917989417989418 
1 qid:34 1:0.0013227513227513227 2:0.0 3:0.0 4:0.009259259259259259 5:0.0 6:0.0 7:0.0 8:0.010582010582010581 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.006613756613756613 14:0.009259259259259259 15:0.022486772486772486 16:0.9126984126984127 
2 qid:35 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0013227513227513227 8:0.007936507936507936 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.007936507936507936 14:0.006613756613756613 15:0.018518518518518517 16:0.917989417989418 
1 qid:35 1:0.0 2:0.0 3:0.0 4:0.010582010582010581 5:0.0 6:0.0013227513227513227 7:0.0 8:0.009259259259259259 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.007936507936507936 14:0.007936507936507936 15:0.022486772486772486 16:0.9126984126984127 
2 qid:36 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0013227513227513227 8:0.007936507936507936 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.007936507936507936 14:0.006613756613756613 15:0.018518518518518517 16:0.917989417989418 
1 qid:36 1:0.0013227513227513227 2:0.0 3:0.0 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0 8:0.009259259259259259 9:0.0026455026455026454 10:0.0 11:0.0026455026455026454 12:0.022486772486772486 13:0.005291005291005291 14:0.009259259259259259 15:0.022486772486772486 16:0.9140211640211641 
2 qid:37 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0013227513227513227 8:0.007936507936507936 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.007936507936507936 14:0.006613756613756613 15:0.018518518518518517 16:0.917989417989418 
1 qid:37 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0 8:0.009259259259259259 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.007936507936507936 14:0.007936507936507936 15:0.021164021164021163 16:0.9140211640211641 
2 qid:38 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0013227513227513227 8:0.007936507936507936 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.007936507936507936 14:0.006613756613756613 15:0.018518518518518517 16:0.917989417989418 
1 qid:38 1:0.0013227513227513227 2:0.0 3:0.0 4:0.009259259259259259 5:0.0 6:0.0 7:0.0 8:0.010582010582010581 9:0.0 10:0.0013227513227513227 11:0.0026455026455026454 12:0.023809523809523808 13:0.007936507936507936 14:0.007936507936507936 15:0.021164021164021163 16:0.9140211640211641 
2 qid:39 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0013227513227513227 8:0.007936507936507936 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.007936507936507936 14:0.006613756613756613 15:0.018518518518518517 16:0.917989417989418 
1 qid:39 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0 7:0.0 8:0.010582010582010581 9:0.0 10:0.0 11:0.0013227513227513227 12:0.026455026455026454 13:0.009259259259259259 14:0.009259259259259259 15:0.021164021164021163 16:0.9113756613756614 
2 qid:40 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0013227513227513227 8:0.007936507936507936 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.007936507936507936 14:0.006613756613756613 15:0.018518518518518517 16:0.917989417989418 
1 qid:40 1:0.0 2:0.0 3:0.0026455026455026454 4:0.007936507936507936 5:0.0 6:0.0013227513227513227 7:0.0013227513227513227 8:0.007936507936507936 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.007936507936507936 14:0.006613756613756613 15:0.017195767195767195 16:0.9193121693121693 
2 qid:41 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0013227513227513227 8:0.007936507936507936 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.007936507936507936 14:0.006613756613756613 15:0.018518518518518517 16:0.917989417989418 
1 qid:41 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0013227513227513227 8:0.007936507936507936 9:0.0 10:0.0 11:0.0026455026455026454 12:0.02513227513227513 13:0.007936507936507936 14:0.007936507936507936 15:0.01984126984126984 16:0.9153439153439153 
2 qid:42 1:0.0 2:0.0 3:0.0013227513227513227 4:0.009259259259259259 5:0.0 6:0.0013227513227513227 7:0.0013227513227513227 8:0.007936507936507936 9:0.0013227513227513227 10:0.0 11:0.0013227513227513227 12:0.02513227513227513 13:0.007936507936507936 14:0.006613756613756613 15:0.018518518518518517 16:0.917989417989418 
1 qid:42 1:0.0 2:0.0 3:0.0 4:0.010582010582010581 5:0.0 6:0.0 7:0.0 8:0.010582010582010581 9:0.0013227513227513227 10:0.0013227513227513227 11:0.0013227513227513227 12:0.023809523809523808 13:0.007936507936507936 14:0.006613756613756613 15:0.021164021164021163 16:0.9153439153439153 
2 qid:43 1:0.0 2:0.0 3:0.0 4:0.008522727272727272 5:0.0 6:0.0 7:0.000946969696969697 8:0.006628787878787879 9:0.0 10:0.000946969696969697 11:0.000946969696969697 12:0.017992424242424244 13:0.006628787878787879 14:0.003787878787878788 15:0.014204545454545454 16:0.9393939393939394 
1 qid:43 1:0.0 2:0.0 3:0.0 4:0.008522727272727272 5:0.0 6:0.0 7:0.000946969696969697 8:0.006628787878787879 9:0.0 10:0.0 11:0.0 12:0.019886363636363636 13:0.006628787878787879 14:0.005681818181818182 15:0.014204545454545454 16:0.9375 
2 qid:44 1:0.0 2:0.0 3:0.0 4:0.008522727272727272 5:0.0 6:0.0 7:0.000946969696969697 8:0.006628787878787879 9:0.0 10:0.000946969696969697 11:0.000946969696969697 12:0.017992424242424244 13:0.006628787878787879 14:0.003787878787878788 15:0.014204545454545454 16:0.9393939393939394 
1 qid:44 1:0.000946969696969697 2:0.0 3:0.000946969696969697 4:0.006628787878787879 5:0.0 6:0.0 7:0.0 8:0.007575757575757576 9:0.0 10:0.000946969696969697 11:0.0 12:0.01893939393939394 13:0.005681818181818182 14:0.006628787878787879 15:0.01893939393939394 16:0.9327651515151515 
2 qid:45 1:0.0 2:0.0 3:0.0 4:0.008522727272727272 5:0.0 6:0.0 7:0.000946969696969697 8:0.006628787878787879 9:0.0 10:0.000946969696969697 11:0.000946969696969697 12:0.017992424242424244 13:0.006628787878787879 14:0.003787878787878788 15:0.014204545454545454 16:0.9393939393939394 
1 qid:45 1:0.0 2:0.0 3:0.0 4:0.008522727272727272 5:0.0 6:0.0 7:0.000946969696969697 8:0.006628787878787879 9:0.0 10:0.0 11:0.000946969696969697 12:0.01893939393939394 13:0.006628787878787879 14:0.004734848484848485 15:0.014204545454545454 16:0.9384469696969697 
